agency_cd	site_no	datetime	150471_62614_32400	150471_62614_32400_cd
USGS	14240446	2015-01-07	2579.25	A
USGS	14240446	2015-01-08	2579.11	A
USGS	14240446	2015-01-09	2578.96	A
USGS	14240446	2015-01-10	2578.85	A
USGS	14240446	2015-01-11	2578.76	A
USGS	14240446	2015-01-12	2578.68	A
USGS	14240446	2015-01-13	2578.61	A
USGS	14240446	2015-01-14	2578.56	A
USGS	14240446	2015-01-15	2578.59	A
USGS	14240446	2015-01-16	2578.59	A
USGS	14240446	2015-01-17	2578.81	A
USGS	14240446	2015-01-18	2579.20	A
USGS	14240446	2015-01-19	2579.26	A
USGS	14240446	2015-01-20	2579.16	A
USGS	14240446	2015-01-21	2579.04	A
USGS	14240446	2015-01-22	2578.91	A
USGS	14240446	2015-01-23	2578.85	A
USGS	14240446	2015-01-24	2578.77	A
USGS	14240446	2015-01-25	2578.71	A
USGS	14240446	2015-01-26	2578.64	A
USGS	14240446	2015-01-27	2578.59	A
USGS	14240446	2015-01-28	2578.53	A
USGS	14240446	2015-01-29	2578.49	A
USGS	14240446	2015-01-30	2578.45	A
USGS	14240446	2015-01-31	2578.41	A
USGS	14240446	2015-02-01	2578.42	A
USGS	14240446	2015-02-02	2578.43	A
USGS	14240446	2015-02-03	2578.41	A
USGS	14240446	2015-02-04	2578.40	A
USGS	14240446	2015-02-05	2578.63	A
USGS	14240446	2015-02-06	2579.28	A
USGS	14240446	2015-02-07	2579.82	A
USGS	14240446	2015-02-08	2579.90	A
USGS	14240446	2015-02-09	2579.86	A
USGS	14240446	2015-02-10	2579.70	A
USGS	14240446	2015-02-11	2579.46	A
USGS	14240446	2015-02-12	2579.24	A
USGS	14240446	2015-02-13	2579.05	A
USGS	14240446	2015-02-14	2578.90	A
USGS	14240446	2015-02-15	2578.78	A
USGS	14240446	2015-02-16	2578.68	A
USGS	14240446	2015-02-17	2578.61	A
USGS	14240446	2015-02-18	2578.54	A
USGS	14240446	2015-02-19	2578.51	A
USGS	14240446	2015-02-20	2578.46	A
USGS	14240446	2015-02-21	2578.41	A
USGS	14240446	2015-02-22	2578.38	A
USGS	14240446	2015-02-23	2578.35	A
USGS	14240446	2015-02-24	2578.32	A
USGS	14240446	2015-02-25	2578.33	A
USGS	14240446	2015-02-26	2578.32	A
USGS	14240446	2015-02-27	2578.34	A
USGS	14240446	2015-02-28	2578.32	A
USGS	14240446	2015-03-01	2578.30	A
USGS	14240446	2015-03-02	2578.28	A
USGS	14240446	2015-03-03	2578.26	A
USGS	14240446	2015-03-04	2578.24	A
USGS	14240446	2015-03-05	2578.23	A
USGS	14240446	2015-03-06	2578.21	A
USGS	14240446	2015-03-07	2578.20	A
USGS	14240446	2015-03-08	2578.19	A
USGS	14240446	2015-03-09	2578.18	A
USGS	14240446	2015-03-10	2578.16	A
USGS	14240446	2015-03-11	2578.19	A
USGS	14240446	2015-03-12	2578.19	A
USGS	14240446	2015-03-13	2578.19	A
USGS	14240446	2015-03-14	2578.42	A
USGS	14240446	2015-03-15	2578.92	A
USGS	14240446	2015-03-16	2579.03	A
USGS	14240446	2015-03-17	2579.00	A
USGS	14240446	2015-03-18	2578.92	A
USGS	14240446	2015-03-19	2578.81	A
USGS	14240446	2015-03-20	2578.76	A
USGS	14240446	2015-03-21	2578.81	A
USGS	14240446	2015-03-22	2578.81	A
USGS	14240446	2015-03-23	2578.82	A
USGS	14240446	2015-03-24	2578.83	A
USGS	14240446	2015-03-25	2578.86	A
USGS	14240446	2015-03-26	2578.83	A
USGS	14240446	2015-03-27	2578.83	A
USGS	14240446	2015-03-28	2578.87	A
USGS	14240446	2015-03-29	2578.81	A
USGS	14240446	2015-03-30	2578.75	A
USGS	14240446	2015-03-31	2578.78	A
USGS	14240446	2015-04-01	2578.77	A
USGS	14240446	2015-04-02	2578.72	A
USGS	14240446	2015-04-03	2578.69	A
USGS	14240446	2015-04-04	2578.64	A
USGS	14240446	2015-04-05	2578.59	A
USGS	14240446	2015-04-06	2578.55	A
USGS	14240446	2015-04-07	2578.52	A
USGS	14240446	2015-04-08	2578.48	A
USGS	14240446	2015-04-09	2578.45	A
USGS	14240446	2015-04-10	2578.49	A
USGS	14240446	2015-04-11	2578.52	A
USGS	14240446	2015-04-12	2578.52	A
USGS	14240446	2015-04-13	2578.53	A
USGS	14240446	2015-04-14	2578.55	A
USGS	14240446	2015-04-15	2578.52	A
USGS	14240446	2015-04-16	2578.50	A
USGS	14240446	2015-04-17	2578.48	A
USGS	14240446	2015-04-18	2578.47	A
USGS	14240446	2015-04-19	2578.46	A
USGS	14240446	2015-04-20	2578.44	A
USGS	14240446	2015-04-21	2578.42	A
USGS	14240446	2015-04-22	2578.39	A
USGS	14240446	2015-04-23	2578.39	A
USGS	14240446	2015-04-24	2578.44	A
USGS	14240446	2015-04-25	2578.42	A
USGS	14240446	2015-04-26	2578.39	A
USGS	14240446	2015-04-27	2578.32	A
USGS	14240446	2015-04-28	2578.35	A
USGS	14240446	2015-04-29	2578.33	A
USGS	14240446	2015-04-30	2578.31	A
USGS	14240446	2015-05-01	2578.28	A
USGS	14240446	2015-05-02	2578.27	A
USGS	14240446	2015-05-03	2578.25	A
USGS	14240446	2015-05-04	2578.23	A
USGS	14240446	2015-05-05	2578.27	A
USGS	14240446	2015-05-06	2578.25	A
USGS	14240446	2015-05-07	2578.24	A
USGS	14240446	2015-05-08	2578.22	A
USGS	14240446	2015-05-09	2578.20	A
USGS	14240446	2015-05-10	2578.18	A
USGS	14240446	2015-05-11	2578.19	A
USGS	14240446	2015-05-12	2578.20	A
USGS	14240446	2015-05-13	2578.22	A
USGS	14240446	2015-05-14	2578.21	A
USGS	14240446	2015-05-15	2578.19	A
USGS	14240446	2015-05-16	2578.19	A
USGS	14240446	2015-05-17	2578.18	A
USGS	14240446	2015-05-18	2578.19	A
USGS	14240446	2015-05-19	2578.18	A
USGS	14240446	2015-05-20	2578.17	A
USGS	14240446	2015-05-21	2578.16	A
USGS	14240446	2015-05-22	2578.15	A
USGS	14240446	2015-05-23	2578.14	A
USGS	14240446	2015-05-24	2578.12	A
USGS	14240446	2015-05-25	2578.11	A
USGS	14240446	2015-05-26	2578.10	A
USGS	14240446	2015-05-27	2578.09	A
USGS	14240446	2015-05-28	2578.08	A
USGS	14240446	2015-05-29	2578.08	A
USGS	14240446	2015-05-30	2578.06	A
USGS	14240446	2015-05-31	2578.05	A
USGS	14240446	2015-06-01	2578.06	A
USGS	14240446	2015-06-02	2578.11	A
USGS	14240446	2015-06-03	2578.11	A
USGS	14240446	2015-06-04	2578.10	A
USGS	14240446	2015-06-05	2578.08	A
USGS	14240446	2015-06-06	2578.07	A
USGS	14240446	2015-06-07	2578.06	A
USGS	14240446	2015-06-08	2578.04	A
USGS	14240446	2015-06-09	2578.03	A
USGS	14240446	2015-06-10	2578.01	A
USGS	14240446	2015-06-11	2578.00	A
USGS	14240446	2015-06-12	2577.99	A
USGS	14240446	2015-06-13	2577.97	A
USGS	14240446	2015-06-14	2577.97	A
USGS	14240446	2015-06-15	2577.96	A
USGS	14240446	2015-06-16	2577.95	A
USGS	14240446	2015-06-17	2577.94	A
USGS	14240446	2015-06-18	2577.93	A
USGS	14240446	2015-06-19	2577.92	A
USGS	14240446	2015-06-20	2577.92	A
USGS	14240446	2015-06-21	2577.91	A
USGS	14240446	2015-06-22	2577.90	A
USGS	14240446	2015-06-23	2577.89	A
USGS	14240446	2015-06-24	2577.89	A
USGS	14240446	2015-06-25	2577.89	A
USGS	14240446	2015-06-26	2577.88	A
USGS	14240446	2015-06-27	2577.88	A
USGS	14240446	2015-06-28	2577.88	A
USGS	14240446	2015-06-29	2577.88	A
USGS	14240446	2015-06-30	2577.87	A
USGS	14240446	2015-07-01	2577.86	A
USGS	14240446	2015-07-02	2577.85	A
USGS	14240446	2015-07-03	2577.84	A
USGS	14240446	2015-07-04	2577.83	A
USGS	14240446	2015-07-05	2577.82	A
USGS	14240446	2015-07-06	2577.80	A
USGS	14240446	2015-07-07	2577.80	A
USGS	14240446	2015-07-08	2577.79	A
USGS	14240446	2015-07-09	2577.78	A
USGS	14240446	2015-07-10	2577.77	A
USGS	14240446	2015-07-11	2577.76	A
USGS	14240446	2015-07-12	2577.75	A
USGS	14240446	2015-07-13	2577.74	A
USGS	14240446	2015-07-14	2577.73	A
USGS	14240446	2015-07-15	2577.72	A
USGS	14240446	2015-07-16	2577.72	A
USGS	14240446	2015-07-17	2577.70	A
USGS	14240446	2015-07-18	2577.69	A
USGS	14240446	2015-07-19	2577.69	A
USGS	14240446	2015-07-20	2577.68	A
USGS	14240446	2015-07-21	2577.67	A
USGS	14240446	2015-07-22	2577.66	A
USGS	14240446	2015-07-23	2577.65	A
USGS	14240446	2015-07-24	2577.65	A
USGS	14240446	2015-07-25	2577.69	A
USGS	14240446	2015-07-26	2577.70	A
USGS	14240446	2015-07-27	2577.70	A
USGS	14240446	2015-07-28	2577.69	A
USGS	14240446	2015-07-29	2577.69	A
USGS	14240446	2015-07-30	2577.68	A
USGS	14240446	2015-07-31	2577.68	A
USGS	14240446	2015-08-01	2577.68	A
USGS	14240446	2015-08-02	2577.67	A
USGS	14240446	2015-08-03	2577.67	A
USGS	14240446	2015-08-04	2577.66	A
USGS	14240446	2015-08-05	2577.65	A
USGS	14240446	2015-08-06	2577.65	A
USGS	14240446	2015-08-07	2577.64	A
USGS	14240446	2015-08-08	2577.63	A
USGS	14240446	2015-08-09	2577.63	A
USGS	14240446	2015-08-10	2577.63	A
USGS	14240446	2015-08-11	2577.63	A
USGS	14240446	2015-08-12	2577.62	A
USGS	14240446	2015-08-13	2577.62	A
USGS	14240446	2015-08-14	2577.69	A
USGS	14240446	2015-08-15	2577.68	A
USGS	14240446	2015-08-16	2577.66	A
USGS	14240446	2015-08-17	2577.66	A
USGS	14240446	2015-08-18	2577.66	A
USGS	14240446	2015-08-19	2577.65	A
USGS	14240446	2015-08-20	2577.63	A
USGS	14240446	2015-08-21	2577.63	A
USGS	14240446	2015-08-22	2577.64	A
USGS	14240446	2015-08-23	2577.62	A
USGS	14240446	2015-08-24	2577.61	A
USGS	14240446	2015-08-25	2577.60	A
USGS	14240446	2015-08-26	2577.60	A
USGS	14240446	2015-08-27	2577.59	A
USGS	14240446	2015-08-28	2577.62	A
USGS	14240446	2015-08-29	2577.69	A
USGS	14240446	2015-08-30	2577.81	A
USGS	14240446	2015-08-31	2577.80	A
USGS	14240446	2015-09-01	2577.82	A
USGS	14240446	2015-09-02	2577.85	A
USGS	14240446	2015-09-03	2577.85	A
USGS	14240446	2015-09-04	2577.85	A
USGS	14240446	2015-09-05	2577.85	A
USGS	14240446	2015-09-06	2577.86	A
USGS	14240446	2015-09-07	2577.86	A
USGS	14240446	2015-09-08	2577.85	A
USGS	14240446	2015-09-09	2577.85	A
USGS	14240446	2015-09-10	2577.85	A
USGS	14240446	2015-09-11	2577.85	A
USGS	14240446	2015-09-12	2577.84	A
USGS	14240446	2015-09-13	2577.83	A
USGS	14240446	2015-09-14	2577.82	A
USGS	14240446	2015-09-15	2577.81	A
USGS	14240446	2015-09-16	2577.80	A
USGS	14240446	2015-09-17	2577.85	A
USGS	14240446	2015-09-18	2577.84	A
USGS	14240446	2015-09-19	2577.84	A
USGS	14240446	2015-09-20	2577.85	A
USGS	14240446	2015-09-21	2577.87	A
USGS	14240446	2015-09-22	2577.86	A
USGS	14240446	2015-09-23	2577.84	A
USGS	14240446	2015-09-24	2577.85	A
USGS	14240446	2015-09-25	2577.85	A
USGS	14240446	2015-09-26	2577.84	A
USGS	14240446	2015-09-27	2577.83	A
USGS	14240446	2015-09-28	2577.83	A
USGS	14240446	2015-09-29	2577.82	A
USGS	14240446	2015-09-30	2577.82	A
USGS	14240446	2015-10-01	2577.81	A
USGS	14240446	2015-10-02	2577.80	A
USGS	14240446	2015-10-03	2577.82	A
USGS	14240446	2015-10-04	2577.81	A
USGS	14240446	2015-10-05	2577.80	A
USGS	14240446	2015-10-06	2577.79	A
USGS	14240446	2015-10-07	2577.85	A
USGS	14240446	2015-10-08	2577.84	A
USGS	14240446	2015-10-09	2577.84	A
USGS	14240446	2015-10-10	2577.97	A
USGS	14240446	2015-10-11	2577.99	A
USGS	14240446	2015-10-12	2577.98	A
USGS	14240446	2015-10-13	2577.97	A
USGS	14240446	2015-10-14	2577.97	A
USGS	14240446	2015-10-15	2577.96	A
USGS	14240446	2015-10-16	2577.95	A
USGS	14240446	2015-10-17	2577.95	A
USGS	14240446	2015-10-18	2577.96	A
USGS	14240446	2015-10-19	2577.96	A
USGS	14240446	2015-10-20	2577.96	A
USGS	14240446	2015-10-21	2577.94	A
USGS	14240446	2015-10-22	2577.94	A
USGS	14240446	2015-10-23	2577.93	A
USGS	14240446	2015-10-24	2577.93	A
USGS	14240446	2015-10-25	2577.96	A
USGS	14240446	2015-10-26	2578.14	A
USGS	14240446	2015-10-27	2578.10	A
USGS	14240446	2015-10-28	2578.15	A
USGS	14240446	2015-10-29	2578.15	A
USGS	14240446	2015-10-30	2578.45	A
USGS	14240446	2015-10-31	2579.06	A
USGS	14240446	2015-11-01	2579.28	A
USGS	14240446	2015-11-02	2579.24	A
USGS	14240446	2015-11-03	2579.09	A
USGS	14240446	2015-11-04	2578.95	A
USGS	14240446	2015-11-05	2578.85	A
USGS	14240446	2015-11-06	2578.75	A
USGS	14240446	2015-11-07	2578.72	A
USGS	14240446	2015-11-08	2578.70	A
USGS	14240446	2015-11-09	2578.66	A
USGS	14240446	2015-11-10	2578.61	A
USGS	14240446	2015-11-11	2578.61	A
USGS	14240446	2015-11-12	2578.62	A
USGS	14240446	2015-11-13	2578.70	A
USGS	14240446	2015-11-14	2578.93	A
USGS	14240446	2015-11-15	2579.10	A
USGS	14240446	2015-11-16	2579.21	A
USGS	14240446	2015-11-17	2579.98	A
USGS	14240446	2015-11-18	2580.00	A
USGS	14240446	2015-11-19	2579.69	A
USGS	14240446	2015-11-20	2579.37	A
USGS	14240446	2015-11-21	2579.12	A
USGS	14240446	2015-11-22	2578.92	A
USGS	14240446	2015-11-23	2578.82	A
USGS	14240446	2015-11-24	2578.72	A
USGS	14240446	2015-11-25	2578.62	A
USGS	14240446	2015-11-26	2578.54	A
USGS	14240446	2015-11-27	2578.48	A
USGS	14240446	2015-11-28	2578.42	A
USGS	14240446	2015-11-29	2578.37	A
USGS	14240446	2015-11-30	2578.34	A
USGS	14240446	2015-12-01	2578.32	A
USGS	14240446	2015-12-02	2578.36	A
USGS	14240446	2015-12-03	2578.51	A
USGS	14240446	2015-12-04	2578.58	A
USGS	14240446	2015-12-05	2578.68	A
USGS	14240446	2015-12-06	2578.93	A
USGS	14240446	2015-12-07	2579.59	A
USGS	14240446	2015-12-08	2580.70	A
USGS	14240446	2015-12-09	2580.94	A
USGS	14240446	2015-12-10	2580.62	A
USGS	14240446	2015-12-11	2580.11	A
USGS	14240446	2015-12-12	2579.78	A
USGS	14240446	2015-12-13	2579.50	A
USGS	14240446	2015-12-14	2579.21	A
USGS	14240446	2015-12-15	2579.01	A
USGS	14240446	2015-12-16	2578.85	A
USGS	14240446	2015-12-17	2578.95	A
USGS	14240446	2015-12-18	2579.30	A
USGS	14240446	2015-12-19	2579.27	A
USGS	14240446	2015-12-20	2579.20	A
USGS	14240446	2015-12-21	2579.21	A
USGS	14240446	2015-12-22	2579.06	A
USGS	14240446	2015-12-23	2579.02	A
USGS	14240446	2015-12-24	2578.85	A
USGS	14240446	2015-12-25	2578.72	A
USGS	14240446	2015-12-26	2578.60	A
USGS	14240446	2015-12-27	2578.56	A
USGS	14240446	2015-12-28	2578.50	A
USGS	14240446	2015-12-29	2578.44	A
USGS	14240446	2015-12-30	2578.38	A
USGS	14240446	2015-12-31	2578.40	A
USGS	14240446	2016-01-01	2578.30	A
USGS	14240446	2016-01-02	2578.27	A
USGS	14240446	2016-01-03	2578.28	A
USGS	14240446	2016-01-04	2578.28	A
USGS	14240446	2016-01-05	2578.25	A
USGS	14240446	2016-01-06	2578.24	A
USGS	14240446	2016-01-07	2578.25	A
USGS	14240446	2016-01-08	2578.24	A
USGS	14240446	2016-01-09	2578.22	A
USGS	14240446	2016-01-10	2578.17	A
USGS	14240446	2016-01-11	2578.23	A
USGS	14240446	2016-01-12	2578.40	A
USGS	14240446	2016-01-13	2578.90	A
USGS	14240446	2016-01-14	2578.94	A
USGS	14240446	2016-01-15	2578.89	A
USGS	14240446	2016-01-16	2579.03	A
USGS	14240446	2016-01-17	2579.16	A
USGS	14240446	2016-01-18	2579.21	A
USGS	14240446	2016-01-19	2579.19	A
USGS	14240446	2016-01-20	2579.13	A
USGS	14240446	2016-01-21	2579.30	A
USGS	14240446	2016-01-22	2579.56	A
USGS	14240446	2016-01-23	2579.54	A
USGS	14240446	2016-01-24	2579.38	A
USGS	14240446	2016-01-25	2579.18	A
USGS	14240446	2016-01-26	2579.05	A
USGS	14240446	2016-01-27	2579.00	A
USGS	14240446	2016-01-28	2579.75	A
USGS	14240446	2016-01-29	2579.77	A
USGS	14240446	2016-01-30	2579.54	A
USGS	14240446	2016-01-31	2579.28	A
USGS	14240446	2016-02-01	2579.07	A
USGS	14240446	2016-02-02	2578.90	A
USGS	14240446	2016-02-03	2578.85	A
USGS	14240446	2016-02-04	2578.86	A
USGS	14240446	2016-02-05	2578.80	A
USGS	14240446	2016-02-06	2578.78	A
USGS	14240446	2016-02-07	2578.73	A
USGS	14240446	2016-02-08	2578.67	A
USGS	14240446	2016-02-09	2578.64	A
USGS	14240446	2016-02-10	2578.62	A
USGS	14240446	2016-02-11	2578.66	A
USGS	14240446	2016-02-12	2578.71	A
USGS	14240446	2016-02-13	2578.87	A
USGS	14240446	2016-02-14	2579.12	A
USGS	14240446	2016-02-15	2579.24	A
USGS	14240446	2016-02-16	2579.34	A
USGS	14240446	2016-02-17	2579.33	A
USGS	14240446	2016-02-18	2579.31	A
USGS	14240446	2016-02-19	2579.30	A
USGS	14240446	2016-02-20	2579.19	A
USGS	14240446	2016-02-21	2579.06	A
USGS	14240446	2016-02-22	2578.92	A
USGS	14240446	2016-02-23	2578.79	A
USGS	14240446	2016-02-24	2578.70	A
USGS	14240446	2016-02-25	2578.61	A
USGS	14240446	2016-02-26	2578.61	A
USGS	14240446	2016-02-27	2578.66	A
USGS	14240446	2016-02-28	2578.75	A
USGS	14240446	2016-02-29	2578.81	A
USGS	14240446	2016-03-01	2579.04	A
USGS	14240446	2016-03-02	2579.20	A
USGS	14240446	2016-03-03	2579.29	A
USGS	14240446	2016-03-04	2579.18	A
USGS	14240446	2016-03-05	2579.31	A
USGS	14240446	2016-03-06	2579.40	A
USGS	14240446	2016-03-07	2579.31	A
USGS	14240446	2016-03-08	2579.15	A
USGS	14240446	2016-03-09	2579.12	A
USGS	14240446	2016-03-10	2579.42	A
USGS	14240446	2016-03-11	2579.36	A
USGS	14240446	2016-03-12	2579.41	A
USGS	14240446	2016-03-13	2579.41	A
USGS	14240446	2016-03-14	2579.32	A
USGS	14240446	2016-03-15	2579.14	A
USGS	14240446	2016-03-16	2578.97	A
USGS	14240446	2016-03-17	2578.85	A
USGS	14240446	2016-03-18	2578.73	A
USGS	14240446	2016-03-19	2578.65	A
USGS	14240446	2016-03-20	2578.67	A
USGS	14240446	2016-03-21	2578.83	A
USGS	14240446	2016-03-22	2578.91	A
USGS	14240446	2016-03-23	2578.95	A
USGS	14240446	2016-03-24	2579.01	A
USGS	14240446	2016-03-25	2578.96	A
USGS	14240446	2016-03-26	2578.89	A
USGS	14240446	2016-03-27	2578.90	A
USGS	14240446	2016-03-28	2578.82	A
USGS	14240446	2016-03-29	2578.73	A
USGS	14240446	2016-03-30	2578.67	A
USGS	14240446	2016-03-31	2578.63	A
USGS	14240446	2016-04-01	2578.60	A
USGS	14240446	2016-04-02	2578.57	A
USGS	14240446	2016-04-03	2578.57	A
USGS	14240446	2016-04-04	2578.68	A
USGS	14240446	2016-04-05	2578.66	A
USGS	14240446	2016-04-06	2578.62	A
USGS	14240446	2016-04-07	2578.58	A
USGS	14240446	2016-04-08	2578.55	A
USGS	14240446	2016-04-09	2578.54	A
USGS	14240446	2016-04-10	2578.53	A
USGS	14240446	2016-04-11	2578.51	A
USGS	14240446	2016-04-12	2578.52	A
USGS	14240446	2016-04-13	2578.53	A
USGS	14240446	2016-04-14	2578.53	A
USGS	14240446	2016-04-15	2578.49	A
USGS	14240446	2016-04-16	2578.44	A
USGS	14240446	2016-04-17	2578.39	A
USGS	14240446	2016-04-18	2578.38	A
USGS	14240446	2016-04-19	2578.36	A
USGS	14240446	2016-04-20	2578.38	A
USGS	14240446	2016-04-21	2578.38	A
USGS	14240446	2016-04-22	2578.38	A
USGS	14240446	2016-04-23	2578.42	A
USGS	14240446	2016-04-24	2578.45	A
USGS	14240446	2016-04-25	2578.42	A
USGS	14240446	2016-04-26	2578.38	A
USGS	14240446	2016-04-27	2578.35	A
USGS	14240446	2016-04-28	2578.31	A
USGS	14240446	2016-04-29	2578.29	A
USGS	14240446	2016-04-30	2578.27	A
USGS	14240446	2016-05-01	2578.24	A
USGS	14240446	2016-05-02	2578.23	A
USGS	14240446	2016-05-03	2578.23	A
USGS	14240446	2016-05-04	2578.22	A
USGS	14240446	2016-05-05	2578.21	A
USGS	14240446	2016-05-06	2578.19	A
USGS	14240446	2016-05-07	2578.18	A
USGS	14240446	2016-05-08	2578.16	A
USGS	14240446	2016-05-09	2578.14	A
USGS	14240446	2016-05-10	2578.12	A
USGS	14240446	2016-05-11	2578.11	A
USGS	14240446	2016-05-12	2578.09	A
USGS	14240446	2016-05-13	2578.07	A
USGS	14240446	2016-05-14	2578.07	A
USGS	14240446	2016-05-15	2578.11	A
USGS	14240446	2016-05-16	2578.09	A
USGS	14240446	2016-05-17	2578.08	A
USGS	14240446	2016-05-18	2578.07	A
USGS	14240446	2016-05-19	2578.10	A
USGS	14240446	2016-05-20	2578.11	A
USGS	14240446	2016-05-21	2578.14	A
USGS	14240446	2016-05-22	2578.16	A
USGS	14240446	2016-05-23	2578.16	A
USGS	14240446	2016-05-24	2578.14	A
USGS	14240446	2016-05-25	2578.13	A
USGS	14240446	2016-05-26	2578.12	A
USGS	14240446	2016-05-27	2578.14	A
USGS	14240446	2016-05-28	2578.13	A
USGS	14240446	2016-05-29	2578.12	A
USGS	14240446	2016-05-30	2578.11	A
USGS	14240446	2016-05-31	2578.09	A
USGS	14240446	2016-06-01	2578.08	A
USGS	14240446	2016-06-02	2578.10	A
USGS	14240446	2016-06-03	2578.09	A
USGS	14240446	2016-06-04	2578.06	A
USGS	14240446	2016-06-05	2578.05	A
USGS	14240446	2016-06-06	2578.04	A
USGS	14240446	2016-06-07	2578.03	A
USGS	14240446	2016-06-08	2578.00	A
USGS	14240446	2016-06-09	2578.04	A
USGS	14240446	2016-06-10	2578.11	A
USGS	14240446	2016-06-11	2578.10	A
USGS	14240446	2016-06-12	2578.08	A
USGS	14240446	2016-06-13	2578.10	A
USGS	14240446	2016-06-14	2578.16	A
USGS	14240446	2016-06-15	2578.15	A
USGS	14240446	2016-06-16	2578.13	A
USGS	14240446	2016-06-17	2578.14	A
USGS	14240446	2016-06-18	2578.14	A
USGS	14240446	2016-06-19	2578.14	A
USGS	14240446	2016-06-20	2578.12	A
USGS	14240446	2016-06-21	2578.10	A
USGS	14240446	2016-06-22	2578.09	A
USGS	14240446	2016-06-23	2578.12	A
USGS	14240446	2016-06-24	2578.18	A
USGS	14240446	2016-06-25	2578.18	A
USGS	14240446	2016-06-26	2578.18	A
USGS	14240446	2016-06-27	2578.16	A
USGS	14240446	2016-06-28	2578.14	A
USGS	14240446	2016-06-29	2578.13	A
USGS	14240446	2016-06-30	2578.10	A
USGS	14240446	2016-07-01	2578.09	A
USGS	14240446	2016-07-02	2578.08	A
USGS	14240446	2016-07-03	2578.06	A
USGS	14240446	2016-07-04	2578.04	A
USGS	14240446	2016-07-05	2578.03	A
USGS	14240446	2016-07-06	2578.02	A
USGS	14240446	2016-07-07	2578.02	A
USGS	14240446	2016-07-08	2578.05	A
USGS	14240446	2016-07-09	2578.07	A
USGS	14240446	2016-07-10	2578.05	A
USGS	14240446	2016-07-11	2578.04	A
USGS	14240446	2016-07-12	2578.03	A
USGS	14240446	2016-07-13	2578.02	A
USGS	14240446	2016-07-14	2578.01	A
USGS	14240446	2016-07-15	2577.98	A
USGS	14240446	2016-07-16	2577.98	A
USGS	14240446	2016-07-17	2577.97	A
USGS	14240446	2016-07-18	2577.96	A
USGS	14240446	2016-07-19		
USGS	14240446	2016-07-20	2577.94	A
USGS	14240446	2016-07-21	2577.94	A
USGS	14240446	2016-07-22	2577.94	A
USGS	14240446	2016-07-23	2577.93	A
USGS	14240446	2016-07-24	2577.92	A
USGS	14240446	2016-07-25	2577.91	A
USGS	14240446	2016-07-26	2577.91	A
USGS	14240446	2016-07-27	2577.89	A
USGS	14240446	2016-07-28	2577.89	A
USGS	14240446	2016-07-29	2577.88	A
USGS	14240446	2016-07-30	2577.87	A
USGS	14240446	2016-07-31	2577.85	A
USGS	14240446	2016-08-01	2577.84	A
USGS	14240446	2016-08-02	2577.84	A
USGS	14240446	2016-08-03	2577.84	A
USGS	14240446	2016-08-04	2577.83	A
USGS	14240446	2016-08-05	2577.81	A
USGS	14240446	2016-08-06	2577.81	A
USGS	14240446	2016-08-07	2577.83	A
USGS	14240446	2016-08-08	2577.84	A
USGS	14240446	2016-08-09	2577.83	A
USGS	14240446	2016-08-10	2577.83	A
USGS	14240446	2016-08-11	2577.82	A
USGS	14240446	2016-08-12	2577.82	A
USGS	14240446	2016-08-13	2577.81	A
USGS	14240446	2016-08-14	2577.81	A
USGS	14240446	2016-08-15	2577.79	A
USGS	14240446	2016-08-16	2577.78	A
USGS	14240446	2016-08-17	2577.78	A
USGS	14240446	2016-08-18	2577.78	A
USGS	14240446	2016-08-19	2577.77	A
USGS	14240446	2016-08-20	2577.76	A
USGS	14240446	2016-08-21	2577.75	A
USGS	14240446	2016-08-22	2577.74	A
USGS	14240446	2016-08-23	2577.72	A
USGS	14240446	2016-08-24	2577.72	A
USGS	14240446	2016-08-25	2577.72	A
USGS	14240446	2016-08-26	2577.71	A
USGS	14240446	2016-08-27	2577.70	A
USGS	14240446	2016-08-28	2577.68	A
USGS	14240446	2016-08-29	2577.67	A
USGS	14240446	2016-08-30	2577.67	A
USGS	14240446	2016-08-31	2577.70	A
USGS	14240446	2016-09-01	2577.72	A
USGS	14240446	2016-09-02	2577.75	A
USGS	14240446	2016-09-03	2577.75	A
USGS	14240446	2016-09-04	2577.74	A
USGS	14240446	2016-09-05	2577.74	A
USGS	14240446	2016-09-06	2577.81	A
USGS	14240446	2016-09-07	2577.80	A
USGS	14240446	2016-09-08	2577.79	A
USGS	14240446	2016-09-09	2577.79	A
USGS	14240446	2016-09-10	2577.78	A
USGS	14240446	2016-09-11	2577.77	A
USGS	14240446	2016-09-12	2577.76	A
USGS	14240446	2016-09-13	2577.75	A
USGS	14240446	2016-09-14	2577.75	A
USGS	14240446	2016-09-15	2577.74	A
USGS	14240446	2016-09-16	2577.73	A
USGS	14240446	2016-09-17	2577.89	A
USGS	14240446	2016-09-18	2577.91	A
USGS	14240446	2016-09-19	2577.90	A
USGS	14240446	2016-09-20	2577.89	A
USGS	14240446	2016-09-21	2577.91	A
USGS	14240446	2016-09-22	2577.89	A
USGS	14240446	2016-09-23	2577.88	A
USGS	14240446	2016-09-24	2577.88	A
USGS	14240446	2016-09-25	2577.88	A
USGS	14240446	2016-09-26	2577.87	A
USGS	14240446	2016-09-27	2577.86	A
USGS	14240446	2016-09-28	2577.86	A
USGS	14240446	2016-09-29	2577.85	A
USGS	14240446	2016-09-30	2577.84	A
USGS	14240446	2016-10-01	2577.94	A
USGS	14240446	2016-10-02	2577.96	A
